40.72,859.0,60.3,35.0,34978.479999999996,21.095284872298624,0.02,2.0,0.01,0.1,83.2323614947936,0.050196874659127845
55.57,1181.0,36.8,35.0,65628.17,21.252474356667268,0.02,2.0,0.01,0.1,113.62219853532143,0.03679445672064414
66.19,1416.0,26.4,35.0,93725.04,21.3929596615803,0.02,2.0,0.01,0.1,135.37535521652381,0.030899741555929967
74.76,1611.0,20.1,35.0,120438.36000000002,21.54895666131621,0.02,2.0,0.01,0.1,152.95214545732927,0.027366356978917022
81.77,1772.0,15.9,35.0,144896.44,21.67053931759814,0.02,2.0,0.01,0.1,167.33596505234613,0.025026568008952428
87.79,1912.0,12.8,35.0,167854.48,21.779245927782206,0.02,2.0,0.01,0.1,179.69594875789494,0.023315685468891525
93.25,2042.0,10.3,35.0,190416.5,21.89812332439678,0.02,2.0,0.01,0.1,190.91923842295202,0.021955938839258764
97.85,2154.0,8.4,35.0,210768.9,22.013285641287688,0.02,2.0,0.01,0.1,200.38556934070877,0.020928821929084802
102.08,2256.0,6.8,35.0,230292.48,22.100313479623825,0.02,2.0,0.01,0.1,209.08639362713205,0.020065244177680658
106.03,2354.0,5.4,35.0,249594.62,22.201263793266058,0.02,2.0,0.01,0.1,217.22331826947124,0.01932185954548668
