39.61,933.0,60.3,70.0,36956.13,23.554657914668013,0.02,2.0,0.01,0.1,81.38798437115886,0.0518741039775267
53.52,1269.0,36.8,70.0,67916.88,23.710762331838563,0.02,2.0,0.01,0.1,110.00775427214211,0.03840529359131426
63.32,1509.0,26.4,70.0,95549.88,23.83133291219204,0.02,2.0,0.01,0.1,130.1864893143678,0.032470135676991224
71.15,1704.0,20.1,70.0,121239.6,23.949402670414614,0.02,2.0,0.01,0.1,146.32408004152975,0.028904535426482553
77.49,1865.0,15.9,70.0,144518.84999999998,24.06762162859724,0.02,2.0,0.01,0.1,159.40542776204327,0.0265467758767908
82.91,2004.0,12.8,70.0,166151.63999999998,24.17078760101315,0.02,2.0,0.01,0.1,170.59507261348435,0.024817192691687816
87.84,2131.0,10.3,70.0,187187.04,24.260018214936245,0.02,2.0,0.01,0.1,180.7759021551269,0.023429114959587535
91.9,2238.0,8.4,70.0,205672.2,24.352557127312295,0.02,2.0,0.01,0.1,189.1716088634867,0.02239880942448049
95.65,2338.0,6.8,70.0,223629.7,24.44328280188186,0.02,2.0,0.01,0.1,196.93193646536866,0.02152515079949236
99.19,2432.0,5.4,70.0,241230.08,24.518600665389656,0.02,2.0,0.01,0.1,204.25590321946635,0.020760549118031105
